State,Year,Quarter,District,Registered_users,App_opens
uttarakhand,2022,1,Pithoragarh,96837,8077163
uttarakhand,2022,1,Rudraprayag,48532,4083418
uttarakhand,2022,1,Pauri Garhwal,177248,14052401
uttarakhand,2022,1,Bageshwar,45938,4803646
uttarakhand,2022,1,Champawat,53166,4736664
uttarakhand,2022,1,Nainital,351226,10583932
uttarakhand,2022,1,Dehradun,1088710,14847429
uttarakhand,2022,1,Chamoli,84165,7610104
uttarakhand,2022,1,Uttarkashi,67713,6453267
uttarakhand,2022,1,Tehri Garhwal,136364,9056602
uttarakhand,2022,2,Udham Singh Nagar,683908,10878935
uttarakhand,2022,2,Haridwar,802321,14364808
uttarakhand,2022,2,Almora,123856,13515133
uttarakhand,2022,2,Pithoragarh,102347,11981429
uttarakhand,2022,2,Rudraprayag,51404,8217503
uttarakhand,2022,2,Pauri Garhwal,187078,18536724
uttarakhand,2022,2,Bageshwar,48546,6282507
uttarakhand,2022,2,Champawat,56221,7883171
uttarakhand,2022,2,Nainital,370360,13596899
uttarakhand,2022,2,Dehradun,1146386,16173449
uttarakhand,2022,2,Chamoli,88939,12278609
uttarakhand,2022,2,Uttarkashi,71641,10153252
uttarakhand,2022,2,Tehri Garhwal,144049,12603266
uttarakhand,2022,3,Udham Singh Nagar,722008,11034214
uttarakhand,2022,3,Haridwar,846066,13296725
uttarakhand,2022,3,Almora,129898,13737811
uttarakhand,2022,3,Pithoragarh,107498,11128867
uttarakhand,2022,3,Rudraprayag,54045,9532300
uttarakhand,2022,3,Pauri Garhwal,196481,17689225
uttarakhand,2022,3,Bageshwar,50935,5439174
uttarakhand,2022,3,Champawat,59167,6956304
uttarakhand,2022,3,Nainital,389791,13701523
uttarakhand,2022,3,Dehradun,1205785,14982533
uttarakhand,2022,3,Chamoli,93488,12542308
uttarakhand,2022,3,Uttarkashi,75369,10508319
uttarakhand,2022,3,Tehri Garhwal,151445,12254547
uttarakhand,2022,4,Udham Singh Nagar,757652,28964603
uttarakhand,2022,4,Haridwar,887967,36677900
uttarakhand,2022,4,Almora,134730,4394432
uttarakhand,2022,4,Pithoragarh,111983,4001763
uttarakhand,2022,4,Rudraprayag,56195,2453365
uttarakhand,2022,4,Pauri Garhwal,204585,6799314
uttarakhand,2022,4,Bageshwar,52992,1677425
uttarakhand,2022,4,Champawat,61714,2268699
uttarakhand,2022,4,Nainital,407806,13801569
uttarakhand,2022,4,Dehradun,1262999,47580766
uttarakhand,2022,4,Chamoli,97308,4043138
uttarakhand,2022,4,Uttarkashi,78484,2847190
uttarakhand,2022,4,Tehri Garhwal,157634,5175383
uttarakhand,2019,1,Udham Singh Nagar,238514,0
uttarakhand,2019,1,Haridwar,262411,0
uttarakhand,2019,1,Almora,33092,0
uttarakhand,2019,1,Pithoragarh,26621,0
uttarakhand,2019,1,Rudraprayag,12967,0
uttarakhand,2019,1,Pauri Garhwal,56173,0
uttarakhand,2019,1,Bageshwar,12260,0
uttarakhand,2019,1,Champawat,15679,0
uttarakhand,2019,1,Nainital,118824,0
uttarakhand,2019,1,Dehradun,369578,0
uttarakhand,2019,1,Chamoli,23274,0
uttarakhand,2019,1,Uttarkashi,17873,0
uttarakhand,2019,1,Tehri Garhwal,37689,0
uttarakhand,2019,2,Udham Singh Nagar,266958,1445656
uttarakhand,2019,2,Haridwar,299436,1709877
uttarakhand,2019,2,Almora,39593,192173
uttarakhand,2019,2,Pithoragarh,32308,148023
uttarakhand,2019,2,Rudraprayag,15761,98011
uttarakhand,2019,2,Pauri Garhwal,65607,322540
uttarakhand,2019,2,Bageshwar,15082,57914
uttarakhand,2019,2,Champawat,18443,75783
uttarakhand,2019,2,Nainital,137114,606173
uttarakhand,2019,2,Dehradun,428353,2311421
uttarakhand,2019,2,Chamoli,28063,142260
uttarakhand,2019,2,Uttarkashi,21969,107364
uttarakhand,2019,2,Tehri Garhwal,45652,237084
uttarakhand,2019,3,Udham Singh Nagar,292858,4445854
uttarakhand,2019,3,Haridwar,334619,5961468
uttarakhand,2019,3,Almora,44182,483290
uttarakhand,2019,3,Pithoragarh,36353,424940
uttarakhand,2019,3,Rudraprayag,18065,238590
uttarakhand,2019,3,Pauri Garhwal,73363,882928
uttarakhand,2019,3,Bageshwar,16943,159321
uttarakhand,2019,3,Champawat,20481,236496
uttarakhand,2019,3,Nainital,153561,1918096
uttarakhand,2019,3,Dehradun,486157,8514501
uttarakhand,2019,3,Chamoli,32036,404145
uttarakhand,2019,3,Uttarkashi,25151,331612
uttarakhand,2019,3,Tehri Garhwal,52090,659747
uttarakhand,2019,4,Udham Singh Nagar,319839,5095900
uttarakhand,2019,4,Haridwar,368737,6710304
uttarakhand,2019,4,Almora,49664,617545
uttarakhand,2019,4,Pithoragarh,40980,492315
uttarakhand,2019,4,Rudraprayag,20470,266933
uttarakhand,2019,4,Pauri Garhwal,81489,1047368
uttarakhand,2019,4,Bageshwar,19160,187978
uttarakhand,2019,4,Champawat,22957,268152
uttarakhand,2019,4,Nainital,169212,2238913
uttarakhand,2019,4,Dehradun,537026,10294347
uttarakhand,2019,4,Chamoli,35948,451166
uttarakhand,2019,4,Uttarkashi,28653,386533
uttarakhand,2019,4,Tehri Garhwal,58542,796413
uttarakhand,2021,1,Udham Singh Nagar,492646,9428732
uttarakhand,2021,1,Haridwar,580532,13357801
uttarakhand,2021,1,Almora,87354,1315830
uttarakhand,2021,1,Pithoragarh,72579,1110149
uttarakhand,2021,1,Rudraprayag,36234,579475
uttarakhand,2021,1,Pauri Garhwal,133484,2364521
uttarakhand,2021,1,Bageshwar,34317,507210
uttarakhand,2021,1,Champawat,39747,598839
uttarakhand,2021,1,Nainital,269308,5003855
uttarakhand,2021,1,Dehradun,840361,21152787
uttarakhand,2021,1,Chamoli,62779,1060621
uttarakhand,2021,1,Uttarkashi,50696,877255
uttarakhand,2021,1,Tehri Garhwal,102085,1925185
uttarakhand,2021,2,Udham Singh Nagar,528392,8809699
uttarakhand,2021,2,Haridwar,622292,11391535
uttarakhand,2021,2,Almora,94196,6054321
uttarakhand,2021,2,Pithoragarh,78079,3600450
uttarakhand,2021,2,Rudraprayag,39076,1847004
uttarakhand,2021,2,Pauri Garhwal,143460,7332076
uttarakhand,2021,2,Bageshwar,36947,2273384
uttarakhand,2021,2,Champawat,42748,2436509
uttarakhand,2021,2,Nainital,288162,6729824
uttarakhand,2021,2,Dehradun,898504,15857272
uttarakhand,2021,2,Chamoli,67712,3678939
uttarakhand,2021,2,Uttarkashi,54582,2940062
uttarakhand,2021,2,Tehri Garhwal,109890,5428961
uttarakhand,2021,3,Udham Singh Nagar,568881,11164838
uttarakhand,2021,3,Haridwar,669249,14435498
uttarakhand,2021,3,Almora,102118,5454284
uttarakhand,2021,3,Pithoragarh,84476,3786013
uttarakhand,2021,3,Rudraprayag,42317,1937591
uttarakhand,2021,3,Pauri Garhwal,155054,7889492
uttarakhand,2021,3,Bageshwar,40083,2160085
uttarakhand,2021,3,Champawat,46279,2383548
uttarakhand,2021,3,Nainital,309820,8514293
uttarakhand,2021,3,Dehradun,963594,20465729
uttarakhand,2021,3,Chamoli,73432,4144214
uttarakhand,2021,3,Uttarkashi,59174,3114485
uttarakhand,2021,3,Tehri Garhwal,119032,5436460
uttarakhand,2021,4,Udham Singh Nagar,609138,19017549
uttarakhand,2021,4,Haridwar,716044,24859412
uttarakhand,2021,4,Almora,109803,2758732
uttarakhand,2021,4,Pithoragarh,90791,2356602
uttarakhand,2021,4,Rudraprayag,45433,1457596
uttarakhand,2021,4,Pauri Garhwal,166482,4803777
uttarakhand,2021,4,Bageshwar,43111,1060682
uttarakhand,2021,4,Champawat,49852,1314376
uttarakhand,2021,4,Nainital,330999,9395358
uttarakhand,2021,4,Dehradun,1028085,36320772
uttarakhand,2021,4,Chamoli,78848,2262358
uttarakhand,2021,4,Uttarkashi,63536,1756540
uttarakhand,2021,4,Tehri Garhwal,127893,3564600
uttarakhand,2020,1,Udham Singh Nagar,351112,5680060
uttarakhand,2020,1,Haridwar,408768,7742684
uttarakhand,2020,1,Almora,55964,654844
uttarakhand,2020,1,Pithoragarh,46554,578620
uttarakhand,2020,1,Rudraprayag,23316,313705
uttarakhand,2020,1,Pauri Garhwal,90270,1126535
uttarakhand,2020,1,Bageshwar,21756,240952
uttarakhand,2020,1,Champawat,25824,318138
uttarakhand,2020,1,Nainital,186948,2555070
uttarakhand,2020,1,Dehradun,593420,11517755
uttarakhand,2020,1,Chamoli,40668,535854
uttarakhand,2020,1,Uttarkashi,32713,466273
uttarakhand,2020,1,Tehri Garhwal,66293,900775
uttarakhand,2020,2,Udham Singh Nagar,383547,5359520
uttarakhand,2020,2,Haridwar,448939,7034053
uttarakhand,2020,2,Almora,64523,1046539
uttarakhand,2020,2,Pithoragarh,53375,800362
uttarakhand,2020,2,Rudraprayag,26968,444634
uttarakhand,2020,2,Pauri Garhwal,101276,1372488
uttarakhand,2020,2,Bageshwar,25163,374922
uttarakhand,2020,2,Champawat,29540,455707
uttarakhand,2020,2,Nainital,206076,2619859
uttarakhand,2020,2,Dehradun,649026,9008962
uttarakhand,2020,2,Chamoli,46467,720942
uttarakhand,2020,2,Uttarkashi,37671,652111
uttarakhand,2020,2,Tehri Garhwal,75996,1184694
uttarakhand,2020,3,Udham Singh Nagar,418390,6671041
uttarakhand,2020,3,Haridwar,491252,8936480
uttarakhand,2020,3,Almora,72829,1336245
uttarakhand,2020,3,Pithoragarh,60279,1010673
uttarakhand,2020,3,Rudraprayag,30389,547787
uttarakhand,2020,3,Pauri Garhwal,112287,1825649
uttarakhand,2020,3,Bageshwar,28329,461430
uttarakhand,2020,3,Champawat,33279,555158
uttarakhand,2020,3,Nainital,227497,3413516
uttarakhand,2020,3,Dehradun,711303,12440947
uttarakhand,2020,3,Chamoli,52184,906265
uttarakhand,2020,3,Uttarkashi,42144,749397
uttarakhand,2020,3,Tehri Garhwal,85276,1522760
uttarakhand,2020,4,Udham Singh Nagar,456356,8491091
uttarakhand,2020,4,Haridwar,537058,11230717
uttarakhand,2020,4,Almora,81020,1556788
uttarakhand,2020,4,Pithoragarh,67024,1215000
uttarakhand,2020,4,Rudraprayag,33576,700549
uttarakhand,2020,4,Pauri Garhwal,123892,2298463
uttarakhand,2020,4,Bageshwar,31803,578048
uttarakhand,2020,4,Champawat,36726,646822
uttarakhand,2020,4,Nainital,249856,4658284
uttarakhand,2020,4,Dehradun,779564,17251110
uttarakhand,2020,4,Chamoli,58039,1139012
uttarakhand,2020,4,Uttarkashi,46810,895893
uttarakhand,2020,4,Tehri Garhwal,94520,1903111
uttarakhand,2018,1,Udham Singh Nagar,100236,0
uttarakhand,2018,1,Haridwar,104823,0
uttarakhand,2018,1,Almora,11367,0
uttarakhand,2018,1,Pithoragarh,8836,0
uttarakhand,2018,1,Rudraprayag,4263,0
uttarakhand,2018,1,Pauri Garhwal,20425,0
uttarakhand,2018,1,Bageshwar,4231,0
uttarakhand,2018,1,Champawat,5442,0
uttarakhand,2018,1,Nainital,49083,0
uttarakhand,2018,1,Dehradun,147998,0
uttarakhand,2018,1,Chamoli,7493,0
uttarakhand,2018,1,Uttarkashi,5816,0
uttarakhand,2018,1,Tehri Garhwal,13030,0
uttarakhand,2018,2,Udham Singh Nagar,132549,0
uttarakhand,2018,2,Haridwar,140718,0
uttarakhand,2018,2,Almora,15473,0
uttarakhand,2018,2,Pithoragarh,12486,0
uttarakhand,2018,2,Rudraprayag,6028,0
uttarakhand,2018,2,Pauri Garhwal,28153,0
uttarakhand,2018,2,Bageshwar,5915,0
uttarakhand,2018,2,Champawat,7632,0
uttarakhand,2018,2,Nainital,65142,0
uttarakhand,2018,2,Dehradun,198296,0
uttarakhand,2018,2,Chamoli,10502,0
uttarakhand,2018,2,Uttarkashi,8227,0
uttarakhand,2018,2,Tehri Garhwal,18021,0
uttarakhand,2018,3,Udham Singh Nagar,162754,0
uttarakhand,2018,3,Haridwar,174526,0
uttarakhand,2018,3,Almora,20152,0
uttarakhand,2018,3,Pithoragarh,16483,0
uttarakhand,2018,3,Rudraprayag,7979,0
uttarakhand,2018,3,Pauri Garhwal,36059,0
uttarakhand,2018,3,Bageshwar,7784,0
uttarakhand,2018,3,Champawat,9982,0
uttarakhand,2018,3,Nainital,79936,0
uttarakhand,2018,3,Dehradun,246477,0
uttarakhand,2018,3,Chamoli,14112,0
uttarakhand,2018,3,Uttarkashi,10793,0
uttarakhand,2018,3,Tehri Garhwal,23575,0
uttarakhand,2018,4,Udham Singh Nagar,200079,0
uttarakhand,2018,4,Haridwar,217634,0
uttarakhand,2018,4,Almora,26282,0
uttarakhand,2018,4,Pithoragarh,21378,0
uttarakhand,2018,4,Rudraprayag,10229,0
uttarakhand,2018,4,Pauri Garhwal,45898,0
uttarakhand,2018,4,Bageshwar,9800,0
uttarakhand,2018,4,Champawat,12649,0
uttarakhand,2018,4,Nainital,98591,0
uttarakhand,2018,4,Dehradun,306969,0
uttarakhand,2018,4,Chamoli,18391,0
uttarakhand,2018,4,Uttarkashi,14114,0
uttarakhand,2018,4,Tehri Garhwal,30089,0
puducherry,2022,1,Karaikal,44201,667015
puducherry,2022,1,Puducherry,375238,2813406
puducherry,2022,1,Yanam,16747,383417
puducherry,2022,1,Mahe,11865,74819
puducherry,2022,2,Karaikal,46573,782743
puducherry,2022,2,Puducherry,394977,2718826
puducherry,2022,2,Yanam,17644,253293
puducherry,2022,2,Mahe,12469,75428
puducherry,2022,3,Karaikal,49034,1156331
puducherry,2022,3,Puducherry,415847,2728263
puducherry,2022,3,Yanam,18606,212475
puducherry,2022,3,Mahe,13083,89842
puducherry,2022,4,Karaikal,51364,2116333
puducherry,2022,4,Puducherry,436067,20318650
puducherry,2022,4,Yanam,19579,1250177
puducherry,2022,4,Mahe,13639,459024
puducherry,2019,1,Karaikal,11549,0
puducherry,2019,1,Puducherry,112798,0
puducherry,2019,1,Yanam,5814,0
puducherry,2019,1,Mahe,2898,0
puducherry,2019,2,Karaikal,13827,45356
puducherry,2019,2,Puducherry,132703,566583
puducherry,2019,2,Yanam,6485,39930
puducherry,2019,2,Mahe,3443,10063
puducherry,2019,3,Karaikal,15875,175756
puducherry,2019,3,Puducherry,150642,2105679
puducherry,2019,3,Yanam,7342,158152
puducherry,2019,3,Mahe,4009,37335
puducherry,2019,4,Karaikal,18134,230172
puducherry,2019,4,Puducherry,173175,2763947
puducherry,2019,4,Yanam,8287,220025
puducherry,2019,4,Mahe,4696,48978
puducherry,2021,1,Karaikal,33876,582052
puducherry,2021,1,Puducherry,290107,6568964
puducherry,2021,1,Yanam,13005,612423
puducherry,2021,1,Mahe,9291,151068
puducherry,2021,2,Karaikal,36328,493882
puducherry,2021,2,Puducherry,309892,4103659
puducherry,2021,2,Yanam,13854,479412
puducherry,2021,2,Mahe,9887,101963
puducherry,2021,3,Karaikal,39011,657821
puducherry,2021,3,Puducherry,332193,5490447
puducherry,2021,3,Yanam,14823,611578
puducherry,2021,3,Mahe,10582,139746
puducherry,2021,4,Karaikal,41695,1155805
puducherry,2021,4,Puducherry,354425,11785427
puducherry,2021,4,Yanam,15809,1029025
puducherry,2021,4,Mahe,11238,287311
puducherry,2020,1,Karaikal,20775,261910
puducherry,2020,1,Puducherry,195398,3223716
puducherry,2020,1,Yanam,9266,278779
puducherry,2020,1,Mahe,5469,56538
puducherry,2020,2,Karaikal,23612,239666
puducherry,2020,2,Puducherry,215429,2472371
puducherry,2020,2,Yanam,10164,283991
puducherry,2020,2,Mahe,6395,61580
puducherry,2020,3,Karaikal,26910,303955
puducherry,2020,3,Puducherry,239707,3437500
puducherry,2020,3,Yanam,11054,396823
puducherry,2020,3,Mahe,7502,83881
puducherry,2020,4,Karaikal,30982,444319
puducherry,2020,4,Puducherry,267946,5242950
puducherry,2020,4,Yanam,12131,565602
puducherry,2020,4,Mahe,8567,124265
puducherry,2018,1,Karaikal,3628,0
puducherry,2018,1,Puducherry,42117,0
puducherry,2018,1,Yanam,2500,0
puducherry,2018,1,Mahe,1073,0
puducherry,2018,2,Karaikal,5393,0
puducherry,2018,2,Puducherry,55513,0
puducherry,2018,2,Yanam,3232,0
puducherry,2018,2,Mahe,1442,0
puducherry,2018,3,Karaikal,7174,0
puducherry,2018,3,Puducherry,68634,0
puducherry,2018,3,Yanam,3926,0
puducherry,2018,3,Mahe,1812,0
puducherry,2018,4,Karaikal,9578,0
puducherry,2018,4,Puducherry,92629,0
puducherry,2018,4,Yanam,4901,0
puducherry,2018,4,Mahe,2386,0
bihar,2022,1,Madhepura,280094,5631100
bihar,2022,1,Purnia,504801,13394323
bihar,2022,1,Nalanda,563049,6429261
bihar,2022,1,Buxar,263663,4013615
bihar,2022,1,Darbhanga,669850,8376582
bihar,2022,1,Nawada,328635,7249380
bihar,2022,1,Jamui,252094,12753539
bihar,2022,1,Sheikhpura,95718,1962184
bihar,2022,1,Siwan,589829,6109801
bihar,2022,1,Muzaffarpur,962924,10684936
bihar,2022,1,Patna,2443356,16131828
bihar,2022,1,Jehanabad,181455,2562072
bihar,2022,1,Rohtas,537701,10913805
bihar,2022,1,Begusarai,493845,6652256
bihar,2022,1,Supaul,313291,8832097
bihar,2022,1,Sitamarhi,461979,6415453
bihar,2022,1,Saran,673849,8000740
bihar,2022,1,Arwal,101813,1461593
bihar,2022,1,Vaishali,614159,5793084
bihar,2022,1,Pashchim Champaran,692182,17528649
bihar,2022,1,Gopalganj,461794,5928935
bihar,2022,1,Lakhisarai,156781,3371253
bihar,2022,1,Aurangabad,405254,13452704
bihar,2022,1,Kaimur Bhabua,223072,6887444
bihar,2022,1,Araria,370029,11889342
bihar,2022,1,Munger,250357,3394719
bihar,2022,1,Katihar,438584,12011467
bihar,2022,1,Khagaria,239286,6257649
bihar,2022,1,Saharsa,301372,6799845
bihar,2022,1,Bhagalpur,610174,7091019
bihar,2022,1,Madhubani,672303,11335634
bihar,2022,1,Kishanganj,216915,8983771
bihar,2022,1,Gaya,769265,19954254
bihar,2022,1,Samastipur,672508,8256538
bihar,2022,1,Banka,231228,10552229
bihar,2022,1,Purbi Champaran,912427,13051699
bihar,2022,1,Sheohar,78832,1090835
bihar,2022,1,Bhojpur,450190,5785964
bihar,2022,2,Madhepura,296711,6048349
bihar,2022,2,Purnia,534713,15748261
bihar,2022,2,Nalanda,595960,7175402
bihar,2022,2,Buxar,279169,4657169
bihar,2022,2,Darbhanga,708828,8695015
bihar,2022,2,Nawada,348128,9106459
bihar,2022,2,Jamui,267040,15353736
bihar,2022,2,Sheikhpura,101333,2534607
bihar,2022,2,Siwan,625266,6287087
bihar,2022,2,Muzaffarpur,1018560,10556362
bihar,2022,2,Patna,2577123,15545639
bihar,2022,2,Jehanabad,192101,3125099
bihar,2022,2,Rohtas,569818,11734606
bihar,2022,2,Begusarai,522522,7676043
bihar,2022,2,Supaul,331990,9364630
bihar,2022,2,Sitamarhi,489836,6910218
bihar,2022,2,Saran,714109,7698357
bihar,2022,2,Arwal,108033,1350947
bihar,2022,2,Vaishali,650319,5971589
bihar,2022,2,Pashchim Champaran,734476,18284568
bihar,2022,2,Gopalganj,489448,6461756
bihar,2022,2,Lakhisarai,165876,3978621
bihar,2022,2,Aurangabad,429493,14606052
bihar,2022,2,Kaimur Bhabua,236482,8031560
bihar,2022,2,Araria,392076,13402058
bihar,2022,2,Munger,264683,3322251
bihar,2022,2,Katihar,464782,13185680
bihar,2022,2,Khagaria,253856,7346984
bihar,2022,2,Saharsa,319345,8124445
bihar,2022,2,Bhagalpur,645479,8167048
bihar,2022,2,Madhubani,711897,11801738
bihar,2022,2,Kishanganj,229908,8860529
bihar,2022,2,Gaya,814180,22949318
bihar,2022,2,Samastipur,712626,9290605
bihar,2022,2,Banka,245267,13631840
bihar,2022,2,Purbi Champaran,967838,13811656
bihar,2022,2,Sheohar,83701,1159293
bihar,2022,2,Bhojpur,476922,6632861
bihar,2022,3,Madhepura,313960,5886305
bihar,2022,3,Purnia,565515,17265639
bihar,2022,3,Nalanda,629780,7753374
bihar,2022,3,Buxar,295108,4551340
bihar,2022,3,Darbhanga,749430,7569101
bihar,2022,3,Nawada,368086,8056207
bihar,2022,3,Jamui,282221,16122651
bihar,2022,3,Sheikhpura,107101,2666151
bihar,2022,3,Siwan,662330,4771874
bihar,2022,3,Muzaffarpur,1077200,9753785
bihar,2022,3,Patna,2716533,14287382
bihar,2022,3,Jehanabad,203185,4506553
bihar,2022,3,Rohtas,603031,11903038
bihar,2022,3,Begusarai,552515,6457145
bihar,2022,3,Supaul,351009,10366077
bihar,2022,3,Sitamarhi,518667,5382757
bihar,2022,3,Saran,756293,6774716
bihar,2022,3,Arwal,114283,1140276
bihar,2022,3,Vaishali,688248,5105824
bihar,2022,3,Pashchim Champaran,777977,17123986
bihar,2022,3,Gopalganj,518406,4689571
bihar,2022,3,Lakhisarai,175377,3236651
bihar,2022,3,Aurangabad,454222,13130908
bihar,2022,3,Kaimur Bhabua,249931,8936663
bihar,2022,3,Araria,414664,15218229
bihar,2022,3,Munger,279807,2859668
bihar,2022,3,Katihar,491899,13879403
bihar,2022,3,Khagaria,268959,6906706
bihar,2022,3,Saharsa,337915,8150025
bihar,2022,3,Bhagalpur,682584,7649764
bihar,2022,3,Madhubani,753153,10261898
bihar,2022,3,Kishanganj,242898,10058569
bihar,2022,3,Gaya,859903,21340459
bihar,2022,3,Samastipur,754322,8237748
bihar,2022,3,Banka,258927,16625291
bihar,2022,3,Purbi Champaran,1025772,11862222
bihar,2022,3,Sheohar,88685,1331255
bihar,2022,3,Bhojpur,504480,4988174
bihar,2022,4,Madhepura,329562,13499708
bihar,2022,4,Purnia,593232,26454795
bihar,2022,4,Nalanda,662033,16909884
bihar,2022,4,Buxar,309618,9814488
bihar,2022,4,Darbhanga,787306,31930577
bihar,2022,4,Nawada,386468,12902353
bihar,2022,4,Jamui,295526,14333122
bihar,2022,4,Sheikhpura,112165,3234164
bihar,2022,4,Siwan,696350,32066312
bihar,2022,4,Muzaffarpur,1132096,47917955
bihar,2022,4,Patna,2854738,76878071
bihar,2022,4,Jehanabad,213299,6789308
bihar,2022,4,Rohtas,633339,21868732
bihar,2022,4,Begusarai,580490,20776494
bihar,2022,4,Supaul,368012,16629451
bihar,2022,4,Sitamarhi,545122,21609733
bihar,2022,4,Saran,795553,34582489
bihar,2022,4,Arwal,120018,3801300
bihar,2022,4,Vaishali,723338,30088669
bihar,2022,4,Pashchim Champaran,817644,36683844
bihar,2022,4,Gopalganj,544789,24049716
bihar,2022,4,Lakhisarai,184080,6181684
bihar,2022,4,Aurangabad,476502,19689871
bihar,2022,4,Kaimur Bhabua,261997,10021920
bihar,2022,4,Araria,434826,20875243
bihar,2022,4,Munger,293955,8729881
bihar,2022,4,Katihar,516972,26243092
bihar,2022,4,Khagaria,282678,10119449
bihar,2022,4,Saharsa,354933,14792840
bihar,2022,4,Bhagalpur,717627,22401259
bihar,2022,4,Madhubani,790218,32995768
bihar,2022,4,Kishanganj,254250,13281628
bihar,2022,4,Gaya,902593,33234272
bihar,2022,4,Samastipur,793296,32459845
bihar,2022,4,Banka,270790,10606068
bihar,2022,4,Purbi Champaran,1079466,50161341
bihar,2022,4,Sheohar,93194,4924740
bihar,2022,4,Bhojpur,530042,15287136
bihar,2019,1,Madhepura,75876,0
bihar,2019,1,Purnia,141631,0
bihar,2019,1,Nalanda,189924,0
bihar,2019,1,Buxar,81116,0
bihar,2019,1,Darbhanga,202521,0
bihar,2019,1,Nawada,94644,0
bihar,2019,1,Jamui,70521,0
bihar,2019,1,Sheikhpura,29154,0
bihar,2019,1,Siwan,160063,0
bihar,2019,1,Muzaffarpur,309416,0
bihar,2019,1,Patna,964432,0
bihar,2019,1,Jehanabad,56497,0
bihar,2019,1,Rohtas,174877,0
bihar,2019,1,Begusarai,155497,0
bihar,2019,1,Supaul,86568,0
bihar,2019,1,Sitamarhi,132501,0
bihar,2019,1,Saran,197928,0
bihar,2019,1,Arwal,32098,0
bihar,2019,1,Vaishali,189344,0
bihar,2019,1,Pashchim Champaran,197074,0
bihar,2019,1,Gopalganj,125180,0
bihar,2019,1,Lakhisarai,50294,0
bihar,2019,1,Aurangabad,123845,0
bihar,2019,1,Kaimur Bhabua,66307,0
bihar,2019,1,Araria,95297,0
bihar,2019,1,Munger,84548,0
bihar,2019,1,Katihar,124680,0
bihar,2019,1,Khagaria,70139,0
bihar,2019,1,Saharsa,88171,0
bihar,2019,1,Bhagalpur,195057,0
bihar,2019,1,Madhubani,195036,0
bihar,2019,1,Kishanganj,54620,0
bihar,2019,1,Gaya,245773,0
bihar,2019,1,Samastipur,204544,0
bihar,2019,1,Banka,62041,0
bihar,2019,1,Purbi Champaran,252394,0
bihar,2019,1,Sheohar,21941,0
bihar,2019,1,Bhojpur,143568,0
bihar,2019,2,Madhepura,88609,530739
bihar,2019,2,Purnia,163932,892348
bihar,2019,2,Nalanda,213733,1212543
bihar,2019,2,Buxar,93771,493509
bihar,2019,2,Darbhanga,232722,1420641
bihar,2019,2,Nawada,109523,581833
bihar,2019,2,Jamui,82317,441606
bihar,2019,2,Sheikhpura,33395,152708
bihar,2019,2,Siwan,187956,1155335
bihar,2019,2,Muzaffarpur,353459,2236848
bihar,2019,2,Patna,1076012,7177148
bihar,2019,2,Jehanabad,65200,393786
bihar,2019,2,Rohtas,199401,1187844
bihar,2019,2,Begusarai,177158,862354
bihar,2019,2,Supaul,100872,561171
bihar,2019,2,Sitamarhi,153456,899841
bihar,2019,2,Saran,230068,1466538
bihar,2019,2,Arwal,36841,225510
bihar,2019,2,Vaishali,218205,1414165
bihar,2019,2,Pashchim Champaran,227901,1471945
bihar,2019,2,Gopalganj,147102,868936
bihar,2019,2,Lakhisarai,57386,292347
bihar,2019,2,Aurangabad,143325,880786
bihar,2019,2,Kaimur Bhabua,76908,450417
bihar,2019,2,Araria,110811,590730
bihar,2019,2,Munger,96444,475070
bihar,2019,2,Katihar,145150,921533
bihar,2019,2,Khagaria,80553,456066
bihar,2019,2,Saharsa,102025,640510
bihar,2019,2,Bhagalpur,223725,1182355
bihar,2019,2,Madhubani,226202,1405773
bihar,2019,2,Kishanganj,64416,355348
bihar,2019,2,Gaya,281107,1670802
bihar,2019,2,Samastipur,234046,1381196
bihar,2019,2,Banka,72748,328378
bihar,2019,2,Purbi Champaran,292711,1903455
bihar,2019,2,Sheohar,25323,142182
bihar,2019,2,Bhojpur,165246,882726
bihar,2019,3,Madhepura,99576,1649447
bihar,2019,3,Purnia,186139,3003347
bihar,2019,3,Nalanda,235028,3869133
bihar,2019,3,Buxar,104713,1381138
bihar,2019,3,Darbhanga,262421,4450914
bihar,2019,3,Nawada,123544,1773161
bihar,2019,3,Jamui,92936,1426569
bihar,2019,3,Sheikhpura,36997,457606
bihar,2019,3,Siwan,214406,3266902
bihar,2019,3,Muzaffarpur,396343,7217205
bihar,2019,3,Patna,1180262,25097249
bihar,2019,3,Jehanabad,72795,1204601
bihar,2019,3,Rohtas,220566,3486542
bihar,2019,3,Begusarai,198672,2675356
bihar,2019,3,Supaul,113711,1835527
bihar,2019,3,Sitamarhi,174814,2904366
bihar,2019,3,Saran,260966,4250077
bihar,2019,3,Arwal,40722,686243
bihar,2019,3,Vaishali,246527,4465824
bihar,2019,3,Pashchim Champaran,256491,4618198
bihar,2019,3,Gopalganj,167773,2572232
bihar,2019,3,Lakhisarai,64084,932887
bihar,2019,3,Aurangabad,159363,2679481
bihar,2019,3,Kaimur Bhabua,85406,1268624
bihar,2019,3,Araria,126320,1952983
bihar,2019,3,Munger,106801,1540247
bihar,2019,3,Katihar,165027,3026054
bihar,2019,3,Khagaria,90561,1428876
bihar,2019,3,Saharsa,114827,2024957
bihar,2019,3,Bhagalpur,249214,3694374
bihar,2019,3,Madhubani,255761,4258979
